viewCount,likeCount,dislikeCount,commentCount,subscriberCount,channelVideoCount,channelViewCount,PrevCommentCount,PrevDislikeCount,PrevLikeCount,PrevViewCount,Days,Hours_published,Age_Channel
737268,20427,319,2847,1.40E+07,1348,2504291435,2648,644,22611,1700695,3,72,6
1700695,22611,644,2648,1.40E+07,1348,2504291435,6471,632,45862,837571,6,144,6
837571,45862,632,6471,1.40E+07,1348,2504291435,5192,2778,48314,2408212,2,48,6
2408212,48314,2778,5192,1.40E+07,1348,2504291435,5247,1501,39375,3442730,5,120,6
3442730,39375,1501,5247,1.40E+07,1348,2504291435,3075,439,47383,1799462,0,0,6
1799462,47383,439,3075,1.40E+07,1348,2504291435,3119,631,51616,2272523,4,96,6
2272523,51616,631,3119,1.40E+07,1348,2504291435,6007,2925,68533,3006958,4,96,6
3006958,68533,2925,6007,1.40E+07,1348,2504291435,6581,1740,44487,5576468,8,192,6
5576468,44487,1740,6581,1.40E+07,1348,2504291435,3363,634,36279,2262297,0,0,6
2262297,36279,634,3363,1.40E+07,1348,2504291435,24247,5624,212168,9651713,3,72,6
948234,24871,480,2272,1.40E+07,1348,2504291435,2026,519,23357,1197074,3,72,6
1197074,23357,519,2026,1.40E+07,1348,2504291435,1872,272,27601,1042541,5,120,6
1042541,27601,272,1872,1.40E+07,1348,2504291435,1399,259,24257,669715,7,168,6
669715,24257,259,1399,1.40E+07,1348,2504291435,1660,291,23093,1005675,5,120,6
1005675,23093,291,1660,1.40E+07,1348,2504291435,2448,288,24464,605981,1,24,6
605981,24464,288,2448,1.40E+07,1348,2504291435,2869,234,21434,1126856,8,192,6
1126856,21434,234,2869,1.40E+07,1348,2504291435,3563,178,28405,396784,2,48,6
396784,28405,178,3563,1.40E+07,1348,2504291435,3734,873,37865,3192836,5,120,6
3192836,37865,873,3734,1.40E+07,1348,2504291435,7562,2954,60916,9199273,12,288,6
1462880,40587,445,4020,1.40E+07,1348,2504291435,1635,188,20137,1010870,1,24,6
1010870,20137,188,1635,1.40E+07,1348,2504291435,577,105,10693,393621,1,24,6
393621,10693,105,577,1.40E+07,1348,2504291435,5498,663,33411,2801876,7,168,6
2801876,33411,663,5498,1.40E+07,1348,2504291435,2583,681,27013,1316168,0,0,6
1316168,27013,681,2583,1.40E+07,1348,2504291435,1837,383,16415,725557,8,192,6
725557,16415,383,1837,1.40E+07,1348,2504291435,1968,323,20345,866973,4,96,6
866973,20345,323,1968,1.40E+07,1348,2504291435,4264,700,30879,1217431,3,72,6
1217431,30879,700,4264,1.40E+07,1348,2504291435,10051,2873,43844,2035790,2,48,6
2035790,43844,2873,10051,1.40E+07,1348,2504291435,4458,429,33425,1515885,2,48,6
1515885,33425,429,4458,1.40E+07,1348,2504291435,2622,317,24757,1313772,4,96,6
1313772,24757,317,2622,1.40E+07,1348,2504291435,8326,3331,44275,7608224,2,48,6
3609815,35037,1357,3171,1.40E+07,1348,2504291435,7547,963,63272,3251398,4,96,6
3251398,63272,963,7547,1.40E+07,1348,2504291435,1569,147,15126,318100,5,120,6
318100,15126,147,1569,1.40E+07,1348,2504291435,2013,300,25551,925635,8,192,6
925635,25551,300,2013,1.40E+07,1348,2504291435,4052,550,43777,1479809,4,96,6
578381,19948,300,2317,1.40E+07,1348,2504291435,1596,247,19818,781010,4,96,6
781010,19818,247,1596,1.40E+07,1348,2504291435,1392,258,21470,701648,1,24,6
701648,21470,258,1392,1.40E+07,1348,2504291435,5277,1178,30705,1971958,3,72,6
1971958,30705,1178,5277,1.40E+07,1348,2504291435,5956,1090,49603,3609291,7,168,6
3609291,49603,1090,5956,1.40E+07,1348,2504291435,3673,754,24076,1205666,3,72,6
1205666,24076,754,3673,1.40E+07,1348,2504291435,2934,661,33809,2145266,11,264,6
2145266,33809,661,2934,1.40E+07,1348,2504291435,2803,400,28713,1147697,1,24,6
1147697,28713,400,2803,1.40E+07,1348,2504291435,1481,205,17766,418397,5,120,6
418397,17766,205,1481,1.40E+07,1348,2504291435,2187,202,16616,456864,4,96,6
456864,16616,202,2187,1.40E+07,1348,2504291435,3724,457,27419,847219,13,312,6
847219,27419,457,3724,1.40E+07,1348,2504291435,2664,208,23489,682240,2,48,6
682240,23489,208,2664,1.40E+07,1348,2504291435,4723,1982,55102,3570561,4,96,6
3570561,55102,1982,4723,1.40E+07,1348,2504291435,1167,137,16966,335673,1,24,6
335673,16966,137,1167,1.40E+07,1348,2504291435,3287,670,28551,1839866,4,96,6
1839866,28551,670,3287,1.40E+07,1348,2504291435,4514,750,41510,2248890,5,120,6
2248890,41510,750,4514,1.40E+07,1348,2504291435,5885,213,44047,489965,3,72,6
489965,44047,213,5885,1.40E+07,1348,2504291435,998,209,13727,442876,4,96,6
442876,13727,209,998,1.40E+07,1348,2504291435,993,261,12211,352419,0,0,6
352419,12211,261,993,1.40E+07,1348,2504291435,1502,181,11487,341312,1,24,6
341312,11487,181,1502,1.40E+07,1348,2504291435,1793,300,24174,741557,7,168,6
741557,24174,300,1793,1.40E+07,1348,2504291435,731,222,11995,338572,2,48,6
338572,11995,222,731,1.40E+07,1348,2504291435,1424,309,16757,747397,4,96,6
747397,16757,309,1424,1.40E+07,1348,2504291435,1163,295,13326,605944,4,96,6
605944,13326,295,1163,1.40E+07,1348,2504291435,1461,278,13649,660576,2,48,6
660576,13649,278,1461,1.40E+07,1348,2504291435,3094,317,18429,690865,5,120,6
690865,18429,317,3094,1.40E+07,1348,2504291435,1595,371,11260,543148,3,72,6
543148,11260,371,1595,1.40E+07,1348,2504291435,616,69,9146,291242,1,24,6
291242,9146,69,616,1.40E+07,1348,2504291435,693,72,8554,200890,1,24,6
200890,8554,72,693,1.40E+07,1348,2504291435,325,50,6858,232919,0,0,6
232919,6858,50,325,1.40E+07,1348,2504291435,731,90,9741,349254,1,24,6
349254,9741,90,731,1.40E+07,1348,2504291435,1351,141,13524,384156,1,24,6
384156,13524,141,1351,1.40E+07,1348,2504291435,1174,97,13139,266926,3,72,6
266926,13139,97,1174,1.40E+07,1348,2504291435,2834,432,18065,763847,1,24,6
763847,18065,432,2834,1.40E+07,1348,2504291435,1524,201,17078,849829,10,240,6
849829,17078,201,1524,1.40E+07,1348,2504291435,4522,897,19750,733232,3,72,5
733232,19750,897,4522,1.40E+07,1348,2504291435,1752,333,15113,358345,2,48,5
358345,15113,333,1752,1.40E+07,1348,2504291435,2874,595,25889,1894713,2,48,5
1894713,25889,595,2874,1.40E+07,1348,2504291435,2628,251,19483,495143,5,120,5
495143,19483,251,2628,1.40E+07,1348,2504291435,3206,693,25487,2592779,4,96,5
2593573,36875,1420,2468,1.40E+07,1348,2504291435,1762,214,13273,660483,8,192,5
660483,13273,214,1762,1.40E+07,1348,2504291435,9521,1690,44288,2137952,2,48,5
2137952,44288,1690,9521,1.40E+07,1348,2504291435,5568,3705,105619,8078817,7,168,5
1304846,33725,645,3699,1.40E+07,1348,2504291435,3146,775,35827,1944295,2,48,5
1944295,35827,775,3146,1.40E+07,1348,2504291435,5330,731,47854,2623614,6,144,5
2623614,47854,731,5330,1.40E+07,1348,2504291435,1918,168,15565,540657,4,96,5
540657,15565,168,1918,1.40E+07,1348,2504291435,2380,418,17151,560922,2,48,5
560922,17151,418,2380,1.40E+07,1348,2504291435,4683,920,37585,1917267,1,24,5
1917267,37585,920,4683,1.40E+07,1348,2504291435,3048,580,23926,1094967,3,72,5
1094967,23926,580,3048,1.40E+07,1348,2504291435,3029,478,23206,1191930,4,96,5
1191930,23206,478,3029,1.40E+07,1348,2504291435,2386,710,14033,1094429,4,96,5
1094429,14033,710,2386,1.40E+07,1348,2504291435,2300,350,21526,617892,2,48,5
617892,21526,350,2300,1.40E+07,1348,2504291435,4992,1481,28196,2072908,3,72,5
2072908,28196,1481,4992,1.40E+07,1348,2504291435,19325,3895,123660,9336342,4,96,5
317602,10425,159,1745,1.40E+07,1348,2504291435,9709,1539,84114,3952166,5,120,5
3952166,84114,1539,9709,1.40E+07,1348,2504291435,1341,187,13680,257513,7,168,5
257513,13680,187,1341,1.40E+07,1348,2504291435,3867,857,31260,2620677,1,24,5
2620677,31260,857,3867,1.40E+07,1348,2504291435,3729,372,23183,999439,6,144,5
999439,23183,372,3729,1.40E+07,1348,2504291435,2272,619,25407,1240853,5,120,5
1240853,25407,619,2272,1.40E+07,1348,2504291435,1303,192,9827,360578,4,96,5
360578,9827,192,1303,1.40E+07,1348,2504291435,1716,132,11504,419357,3,72,5
419357,11504,132,1716,1.40E+07,1348,2504291435,14940,2399,86510,6085130,7,168,5
6085130,86510,2399,14940,1.40E+07,1348,2504291435,1467,221,9600,473094,7,168,5
473094,9600,221,1467,1.40E+07,1348,2504291435,8597,1748,55103,3031047,3,72,5
3031047,55103,1748,8597,1.40E+07,1348,2504291435,8068,1393,61188,4686482,4,96,5
4686482,61188,1393,8068,1.40E+07,1348,2504291435,4653,455,18042,855388,3,72,5
855388,18042,455,4653,1.40E+07,1348,2504291435,4881,607,34325,1995741,3,72,5
1995741,34325,607,4881,1.40E+07,1348,2504291435,3199,328,29901,1064945,4,96,5
1064945,29901,328,3199,1.40E+07,1348,2504291435,3467,349,29476,697936,4,96,5
697936,29476,349,3467,1.40E+07,1348,2504291435,1577,232,20269,538009,2,48,5
538009,20269,232,1577,1.40E+07,1348,2504291435,2752,1038,26957,3867405,2,48,5
3867405,26957,1038,2752,1.40E+07,1348,2504291435,1634,174,11345,370651,3,72,5
370651,11345,174,1634,1.40E+07,1348,2504291435,4186,502,13192,706649,3,72,5
310417,8459,92,1457,1.40E+07,1348,2504291435,2009,340,14526,726474,5,120,5
726474,14526,340,2009,1.40E+07,1348,2504291435,5361,1465,43525,2613400,6,144,5
2613400,43525,1465,5361,1.40E+07,1348,2504291435,2048,83,8253,205374,3,72,5
205374,8253,83,2048,1.40E+07,1348,2504291435,2282,322,12379,956742,6,144,5
956742,12379,322,2282,1.40E+07,1348,2504291435,3574,480,23220,1158398,2,48,5
1158398,23220,480,3574,1.40E+07,1348,2504291435,1647,220,16464,493327,4,96,5
493327,16464,220,1647,1.40E+07,1348,2504291435,7134,1517,49934,1195542,6,144,5
1195542,49934,1517,7134,1.40E+07,1348,2504291435,2962,415,15955,614536,2,48,5
614536,15955,415,2962,1.40E+07,1348,2504291435,999,129,13006,207750,4,96,5
207750,13006,129,999,1.40E+07,1348,2504291435,1727,263,13931,621726,3,72,5
621726,13931,263,1727,1.40E+07,1348,2504291435,3574,622,27384,1429232,4,96,5
1429232,27384,622,3574,1.40E+07,1348,2504291435,1314,180,9292,580977,4,96,5
580977,9292,180,1314,1.40E+07,1348,2504291435,4023,614,42623,1864564,4,96,5
1864564,42623,614,4023,1.40E+07,1348,2504291435,1114,101,11281,182703,6,144,5
182703,11281,101,1114,1.40E+07,1348,2504291435,1745,134,8422,258911,1,24,5
258911,8422,134,1745,1.40E+07,1348,2504291435,1184,117,8957,114985,5,120,5
114985,8957,117,1184,1.40E+07,1348,2504291435,4982,419,22061,949702,3,72,5
949702,22061,419,4982,1.40E+07,1348,2504291435,3918,649,35149,2248795,5,120,5
2248795,35149,649,3918,1.40E+07,1348,2504291435,3260,647,18717,1731114,2,48,5
1731114,18717,647,3260,1.40E+07,1348,2504291435,591,162,6784,86858,5,120,5
86858,6784,162,591,1.40E+07,1348,2504291435,998,85,9194,218301,3,72,5
218301,9194,85,998,1.40E+07,1348,2504291435,3461,373,13285,648043,5,120,5
648043,13285,373,3461,1.40E+07,1348,2504291435,966,82,5067,158894,1,24,5
158894,5067,82,966,1.40E+07,1348,2504291435,5469,432,43696,1218551,5,120,5
1218551,43696,432,5469,1.40E+07,1348,2504291435,3578,655,29310,1267737,5,120,5
1267737,29310,655,3578,1.40E+07,1348,2504291435,1818,119,9813,308208,2,48,5
308208,9813,119,1818,1.40E+07,1348,2504291435,1125,128,12040,440703,4,96,5
440703,12040,128,1125,1.40E+07,1348,2504291435,1446,185,16795,436761,3,72,5
436761,16795,185,1446,1.40E+07,1348,2504291435,1270,160,8924,461886,3,72,5
461886,8924,160,1270,1.40E+07,1348,2504291435,1374,104,7447,152881,4,96,5
152881,7447,104,1374,1.40E+07,1348,2504291435,2420,378,23475,599690,5,120,5
599690,23475,378,2420,1.40E+07,1348,2504291435,1875,315,8510,671182,5,120,5
671182,8510,315,1875,1.40E+07,1348,2504291435,2743,620,26395,1905185,4,96,5
1905185,26395,620,2743,1.40E+07,1348,2504291435,1367,191,11065,519692,2,48,5
519692,11065,191,1367,1.40E+07,1348,2504291435,3324,354,15587,948471,5,120,5
948471,15587,354,3324,1.40E+07,1348,2504291435,2319,104,6014,187206,3,72,5
187206,6014,104,2319,1.40E+07,1348,2504291435,1479,151,9531,367412,4,96,5
367412,9531,151,1479,1.40E+07,1348,2504291435,4216,935,43983,3108018,3,72,5
3775612,74205,1490,10210,1.40E+07,1348,2504291435,2349,218,15677,668367,3,72,5
668367,15677,218,2349,1.40E+07,1348,2504291435,1036,106,5314,248894,4,96,5
248894,5314,106,1036,1.40E+07,1348,2504291435,2281,215,16359,717564,4,96,5
717564,16359,215,2281,1.40E+07,1348,2504291435,962,246,12408,577819,6,144,5
577819,12408,246,962,1.40E+07,1348,2504291435,1554,112,11262,522116,4,96,5
522116,11262,112,1554,1.40E+07,1348,2504291435,1776,153,17029,616343,3,72,5
616343,17029,153,1776,1.40E+07,1348,2504291435,2485,330,20237,1028293,2,48,5
1028293,20237,330,2485,1.40E+07,1348,2504291435,1678,37,3570,75906,2,48,5
75906,3570,37,1678,1.40E+07,1348,2504291435,2112,500,23059,1267546,4,96,5
1267546,23059,500,2112,1.40E+07,1348,2504291435,433,23,3330,70777,2,48,5
70777,3330,23,433,1.40E+07,1348,2504291435,438,62,1676,84898,1,24,5
84898,1676,62,438,1.40E+07,1348,2504291435,525,65,3980,100189,2,48,5
100189,3980,65,525,1.40E+07,1348,2504291435,1660,137,7682,377107,4,96,5
377107,7682,137,1660,1.40E+07,1348,2504291435,1167,265,15280,531377,4,96,5
531377,15280,265,1167,1.40E+07,1348,2504291435,870,115,4629,248475,2,48,4
248475,4629,115,870,1.40E+07,1348,2504291435,1005,127,6012,272296,3,72,4
272296,6012,127,1005,1.40E+07,1348,2504291435,1917,156,12608,661551,4,96,4
661551,12608,156,1917,1.40E+07,1348,2504291435,1427,87,4278,128882,4,96,4
128882,4278,87,1427,1.40E+07,1348,2504291435,287,48,2099,38682,1,24,4
872332,14940,270,1574,1.40E+07,1348,2504291435,960,52,5549,78929,2,48,4
78929,5549,52,960,1.40E+07,1348,2504291435,945,80,5284,281127,3,72,4
281127,5284,80,945,1.40E+07,1348,2504291435,1280,152,6884,409181,4,96,4
409181,6884,152,1280,1.40E+07,1348,2504291435,2785,205,16423,868955,2,48,4
868955,16423,205,2785,1.40E+07,1348,2504291435,1026,128,7931,209818,5,120,4
209818,7931,128,1026,1.40E+07,1348,2504291435,924,45,5865,148662,2,48,4
148662,5865,45,924,1.40E+07,1348,2504291435,394,39,2310,150215,1,24,4
150215,2310,39,394,1.40E+07,1348,2504291435,1078,61,4651,175891,3,72,4
175891,4651,61,1078,1.40E+07,1348,2504291435,1640,253,16898,561651,1,24,4
561651,16898,253,1640,1.40E+07,1348,2504291435,2109,271,12331,501033,2,48,4
501033,12331,271,2109,1.40E+07,1348,2504291435,389,31,3447,65824,5,120,4
65824,3447,31,389,1.40E+07,1348,2504291435,1889,72,7597,143623,10,240,4
143623,7597,72,1889,1.40E+07,1348,2504291435,489,51,3512,169016,4,96,4
169016,3512,51,489,1.40E+07,1348,2504291435,463,58,2929,88320,2,48,4
88320,2929,58,463,1.40E+07,1348,2504291435,1202,29,3491,99856,1,24,4
99856,3491,29,1202,1.40E+07,1348,2504291435,3271,320,17612,1157180,4,96,4
4663559,55217,1409,9406,1.40E+07,1348,2504291435,686,55,4195,81114,4,96,4
81114,4195,55,686,1.40E+07,1348,2504291435,447,30,2589,52620,3,72,4
52620,2589,30,447,1.40E+07,1348,2504291435,393,34,1739,59130,4,96,4
160973,5721,683,923,1.40E+07,1348,2504291435,501,67,1736,100846,4,96,4
100846,1736,67,501,1.40E+07,1348,2504291435,1370,172,9157,394866,4,96,4
394866,9157,172,1370,1.40E+07,1348,2504291435,1477,111,6554,167561,5,120,4
167561,6554,111,1477,1.40E+07,1348,2504291435,240,56,3007,77087,3,72,4
77087,3007,56,240,1.40E+07,1348,2504291435,575,44,3367,154743,5,120,4
66473,3059,53,812,1.40E+07,1348,2504291435,1351,126,7203,517128,2,48,4
517128,7203,126,1351,1.40E+07,1348,2504291435,551,37,2811,84954,5,120,4
84954,2811,37,551,1.40E+07,1348,2504291435,1899,956,11330,355089,6,144,4
355089,11330,956,1899,1.40E+07,1348,2504291435,814,31,2213,77580,9,216,4
77580,2213,31,814,1.40E+07,1348,2504291435,4487,503,25056,920033,3,72,4
920033,25056,503,4487,1.40E+07,1348,2504291435,1133,53,5800,186841,7,168,4
186841,5800,53,1133,1.40E+07,1348,2504291435,1964,811,16435,1448682,5,120,4
1448682,16435,811,1964,1.40E+07,1348,2504291435,386,27,1773,69114,3,72,4
69114,1773,27,386,1.40E+07,1348,2504291435,714,47,4135,77617,5,120,4
77617,4135,47,714,1.40E+07,1348,2504291435,896,75,3420,96500,5,120,4
569722,11414,205,2257,1.40E+07,1348,2504291435,1839,437,14339,1049538,3,72,4
1049538,14339,437,1839,1.40E+07,1348,2504291435,360,19,1772,41922,0,0,4
41922,1772,19,360,1.40E+07,1348,2504291435,2307,163,8723,514806,2,48,4
514806,8723,163,2307,1.40E+07,1348,2504291435,352,34,1769,73654,7,168,4
73654,1769,34,352,1.40E+07,1348,2504291435,3285,421,26102,1081299,3,72,4
1081299,26102,421,3285,1.40E+07,1348,2504291435,298,45,1429,24574,5,120,4
24574,1429,45,298,1.40E+07,1348,2504291435,2087,660,23250,895848,7,168,4
895848,23250,660,2087,1.40E+07,1348,2504291435,419,37,2607,141225,6,144,4
141225,2607,37,419,1.40E+07,1348,2504291435,485,54,2524,89690,3,72,4
89690,2524,54,485,1.40E+07,1348,2504291435,554,75,3120,233998,2,48,4
233998,3120,75,554,1.40E+07,1348,2504291435,1471,497,13881,593633,7,168,4
593633,13881,497,1471,1.40E+07,1348,2504291435,906,75,5677,353782,4,96,4
353782,5677,75,906,1.40E+07,1348,2504291435,916,152,7507,170667,8,192,4
170667,7507,152,916,1.40E+07,1348,2504291435,287,34,2325,60251,4,96,4
60251,2325,34,287,1.40E+07,1348,2504291435,1299,150,9119,342388,6,144,4
342388,9119,150,1299,1.40E+07,1348,2504291435,3583,682,27303,752812,4,96,4
752812,27303,682,3583,1.40E+07,1348,2504291435,1441,130,8092,463308,5,120,4
463308,8092,130,1441,1.40E+07,1348,2504291435,148,18,620,27074,4,96,4
27074,620,18,148,1.40E+07,1348,2504291435,346,76,1257,67943,1,24,4
395832,4890,241,1210,1.40E+07,1348,2504291435,1071,91,4386,132858,6,144,4
132858,4386,91,1071,1.40E+07,1348,2504291435,546,77,5011,285723,3,72,4
285723,5011,77,546,1.40E+07,1348,2504291435,925,91,6835,247047,6,144,4
247047,6835,91,925,1.40E+07,1348,2504291435,150,15,522,19901,3,72,4
19901,522,15,150,1.40E+07,1348,2504291435,3054,1278,28443,1643002,2,48,4
1643002,28443,1278,3054,1.40E+07,1348,2504291435,413,21,1936,116046,8,192,4
116046,1936,21,413,1.40E+07,1348,2504291435,422,36,2283,132901,4,96,4
132901,2283,36,422,1.40E+07,1348,2504291435,1264,165,12012,650739,3,72,4
650739,12012,165,1264,1.40E+07,1348,2504291435,168,25,2212,40050,2,48,4
40050,2212,25,168,1.40E+07,1348,2504291435,690,98,8318,215456,3,72,4
215456,8318,98,690,1.40E+07,1348,2504291435,210,50,1424,82558,3,72,4
82558,1424,50,210,1.40E+07,1348,2504291435,398,70,8461,362113,3,72,4
362113,8461,70,398,1.40E+07,1348,2504291435,345,23,2261,66414,2,48,4
66414,2261,23,345,1.40E+07,1348,2504291435,6940,1603,104761,2294645,4,96,4
2294645,104761,1603,6940,1.40E+07,1348,2504291435,461,112,9334,488500,4,96,4
488500,9334,112,461,1.40E+07,1348,2504291435,170,31,1111,53907,2,48,4
53907,1111,31,170,1.40E+07,1348,2504291435,1743,225,9339,388115,3,72,4
388115,9339,225,1743,1.40E+07,1348,2504291435,731,115,4888,385569,4,96,4
385569,4888,115,731,1.40E+07,1348,2504291435,564,124,5950,192244,5,120,4
192244,5950,124,564,1.40E+07,1348,2504291435,448,32,3612,117193,5,120,4
117193,3612,32,448,1.40E+07,1348,2504291435,718,218,12052,630422,3,72,4
630422,12052,218,718,1.40E+07,1348,2504291435,574,25,2822,127772,3,72,4
127772,2822,25,574,1.40E+07,1348,2504291435,388,140,2858,194183,2,48,4
194183,2858,140,388,1.40E+07,1348,2504291435,317,215,3593,260382,2,48,4
260382,3593,215,317,1.40E+07,1348,2504291435,227,19,1149,62479,2,48,4
62479,1149,19,227,1.40E+07,1348,2504291435,288,32,1679,69563,2,48,4
69563,1679,32,288,1.40E+07,1348,2504291435,162,12,724,40362,2,48,4
40362,724,12,162,1.40E+07,1348,2504291435,211,13,1021,35723,2,48,4
35723,1021,13,211,1.40E+07,1348,2504291435,52,14,504,53575,3,72,4
53575,504,14,52,1.40E+07,1348,2504291435,1280,248,25102,673255,4,96,4
673255,25102,248,1280,1.40E+07,1348,2504291435,139,16,645,25219,5,120,3
25219,645,16,139,1.40E+07,1348,2504291435,213,13,1507,64523,5,120,3
64523,1507,13,213,1.40E+07,1348,2504291435,221,12,1432,60068,1,24,3
60068,1432,12,221,1.40E+07,1348,2504291435,216,34,1589,39711,2,48,3
39711,1589,34,216,1.40E+07,1348,2504291435,244,22,1022,41585,0,0,3
41585,1022,22,244,1.40E+07,1348,2504291435,141,9,772,27682,1,24,3
27682,772,9,141,1.40E+07,1348,2504291435,157,16,654,23155,3,72,3
23155,654,16,157,1.40E+07,1348,2504291435,28,4,126,6695,3,72,3
6695,126,4,28,1.40E+07,1348,2504291435,123,32,1717,42245,2,48,3
45371,1790,19,165,1.40E+07,1348,2504291435,339,88,2884,165856,3,72,3
165856,2884,88,339,1.40E+07,1348,2504291435,1200,3,426,9723,2,48,3
9723,426,3,1200,1.40E+07,1348,2504291435,120,50,591,64700,6,144,3
64700,591,50,120,1.40E+07,1348,2504291435,198,21,2327,47114,2,48,3
47114,2327,21,198,1.40E+07,1348,2504291435,1589,798,19237,568482,5,120,3
568482,19237,798,1589,1.40E+07,1348,2504291435,31,4,92,8533,5,120,3
8533,92,4,31,1.40E+07,1348,2504291435,126,25,1550,32919,5,120,3
32919,1550,25,126,1.40E+07,1348,2504291435,106,112,957,93861,2,48,3
93861,957,112,106,1.40E+07,1348,2504291435,561,86,2621,202590,4,96,3
202590,2621,86,561,1.40E+07,1348,2504291435,34,8,244,14572,4,96,3
14572,244,8,34,1.40E+07,1348,2504291435,148,47,929,65104,5,120,3
65104,929,47,148,1.40E+07,1348,2504291435,1780,84,5826,293527,4,96,3
293527,5826,84,1780,1.40E+07,1348,2504291435,92,14,674,18499,4,96,3
18499,674,14,92,1.40E+07,1348,2504291435,1682,87,4823,201758,4,96,3
201758,4823,87,1682,1.40E+07,1348,2504291435,32,65,188,27813,4,96,3
27813,188,65,32,1.40E+07,1348,2504291435,136,18,1736,60661,5,120,3
60661,1736,18,136,1.40E+07,1348,2504291435,224,32,2326,56883,3,72,3
56883,2326,32,224,1.40E+07,1348,2504291435,91,17,173,32890,4,96,3
32890,173,17,91,1.40E+07,1348,2504291435,1115,50,6893,121462,1,24,3
121462,6893,50,1115,1.40E+07,1348,2504291435,47,4,338,8461,3,72,3
8461,338,4,47,1.40E+07,1348,2504291435,72,10,310,23779,4,96,3
23779,310,10,72,1.40E+07,1348,2504291435,3545,233,24857,913655,3,72,3
913655,24857,233,3545,1.40E+07,1348,2504291435,474,11,589,38343,3,72,3
38343,589,11,474,1.40E+07,1348,2504291435,217,44,3885,71760,2,48,3
71760,3885,44,217,1.40E+07,1348,2504291435,305,47,1460,50987,3,72,3
50987,1460,47,305,1.40E+07,1348,2504291435,210,31,2555,112214,2,48,3
112214,2555,31,210,1.40E+07,1348,2504291435,80,12,1131,55832,3,72,3
55832,1131,12,80,1.40E+07,1348,2504291435,205,38,1313,84179,1,24,3
84179,1313,38,205,1.40E+07,1348,2504291435,151,14,471,42894,2,48,3
42894,471,14,151,1.40E+07,1348,2504291435,241,109,597,72712,3,72,3
72712,597,109,241,1.40E+07,1348,2504291435,1180,198,14076,298261,4,96,3
298261,14076,198,1180,1.40E+07,1348,2504291435,86,43,509,58402,2,48,3
58402,509,43,86,1.40E+07,1348,2504291435,73,14,274,32985,2,48,3
32985,274,14,73,1.40E+07,1348,2504291435,357,11,561,32356,4,96,3
32356,561,11,357,1.40E+07,1348,2504291435,64,6,288,21924,1,24,3
21924,288,6,64,1.40E+07,1348,2504291435,106,19,903,40999,3,72,3
40999,903,19,106,1.40E+07,1348,2504291435,579,48,6205,153284,2,48,3
153284,6205,48,579,1.40E+07,1348,2504291435,121,138,198,30102,195,4680,3
30102,198,138,121,1.40E+07,1348,2504291435,186,28,1503,95697,3,72,3
95697,1503,28,186,1.40E+07,1348,2504291435,52,13,183,16246,1,24,3
16246,183,13,52,1.40E+07,1348,2504291435,101,16,287,16421,4,96,3
16421,287,16,101,1.40E+07,1348,2504291435,259,138,1536,71395,4,96,3
71395,1536,138,259,1.40E+07,1348,2504291435,327,156,5115,246830,3,72,3
246830,5115,156,327,1.40E+07,1348,2504291435,74,16,331,51321,2,48,3
34607,780,14,199,1.40E+07,1348,2504291435,76,19,362,40003,2,48,2
40003,362,19,76,1.40E+07,1348,2504291435,628,92,3273,209839,1,24,2
209839,3273,92,628,1.40E+07,1348,2504291435,146,22,1298,66094,3,72,2
66094,1298,22,146,1.40E+07,1348,2504291435,71,9,300,29713,3,72,2
29713,300,9,71,1.40E+07,1348,2504291435,263,53,1559,128314,2,48,2
5338,70,1,27,1.40E+07,1348,2504291435,262,11,960,69424,4,96,2
69424,960,11,262,1.40E+07,1348,2504291435,61,8,184,18230,3,72,2
18230,184,8,61,1.40E+07,1348,2504291435,88,5,248,23018,7,168,2
23018,248,5,88,1.40E+07,1348,2504291435,113,17,635,43858,3,72,2
43858,635,17,113,1.40E+07,1348,2504291435,22,8,135,12494,3,72,2
12494,135,8,22,1.40E+07,1348,2504291435,27,8,65,4590,1,24,2
4590,65,8,27,1.40E+07,1348,2504291435,23,6,140,4263,3,72,2
4263,140,6,23,1.40E+07,1348,2504291435,20,4,126,5685,0,0,2
5685,126,4,20,1.40E+07,1348,2504291435,21,6,64,7727,1,24,2
7727,64,6,21,1.40E+07,1348,2504291435,37,2,129,13318,5,120,2
13318,129,2,37,1.40E+07,1348,2504291435,34,3,155,17354,4,96,2
17354,155,3,34,1.40E+07,1348,2504291435,28,16,178,5574,4,96,2
5574,178,16,28,1.40E+07,1348,2504291435,17,3,77,6352,4,96,2
18891,224,10,62,1.40E+07,1348,2504291435,21,6,81,7654,4,96,2
7654,81,6,21,1.40E+07,1348,2504291435,35,3,91,10993,5,120,2
10993,91,3,35,1.40E+07,1348,2504291435,1015,170,2478,343781,5,120,2
343781,2478,170,1015,1.40E+07,1348,2504291435,37,9,231,46435,5,120,2
46435,231,9,37,1.40E+07,1348,2504291435,48,14,121,31268,10,240,2
31268,121,14,48,1.40E+07,1348,2504291435,34,8,127,4485,2,48,2
4485,127,8,34,1.40E+07,1348,2504291435,67,4,156,18830,2,48,2
18830,156,4,67,1.40E+07,1348,2504291435,81,6,172,20753,3,72,2
20753,172,6,81,1.40E+07,1348,2504291435,106,19,456,71950,4,96,2
71950,456,19,106,1.40E+07,1348,2504291435,223,124,756,210212,7,168,2
210212,756,124,223,1.40E+07,1348,2504291435,26,5,70,8706,3,72,2
