viewCount,likeCount,dislikeCount,commentCount,subscriberCount,channelVideoCount,channelViewCount,PrevCommentCount,PrevDislikeCount,PrevLikeCount,PrevViewCount,Days,Hours_published,Age_Channel
2652968,57573,1610,6746,1.40E+07,1348,2504291435,13025,4402,100012,5430793,4,96,10
5430793,100012,4402,13025,1.40E+07,1348,2504291435,6519,3726,76571,4511730,5,120,10
4511730,76571,3726,6519,1.40E+07,1348,2504291435,2308,1735,49577,1487787,5,120,10
1487787,49577,1735,2308,1.40E+07,1348,2504291435,6034,713,82983,952284,2,48,10
952284,82983,713,6034,1.40E+07,1348,2504291435,3158,902,48151,1356384,2,48,10
1356384,48151,902,3158,1.40E+07,1348,2504291435,4275,1970,62841,2629266,3,72,10
2629266,62841,1970,4275,1.40E+07,1348,2504291435,12454,2073,227384,5535124,8,192,10
5535124,227384,2073,12454,1.40E+07,1348,2504291435,14012,2253,133034,1776087,2,48,10
1776087,133034,2253,14012,1.40E+07,1348,2504291435,3468,498,47923,838299,3,72,10
838299,47923,498,3468,1.40E+07,1348,2504291435,14596,5269,142882,8697840,9,216,10
2042265,57025,1655,7064,1.40E+07,1348,2504291435,6806,2044,68027,1909712,2,48,10
1909712,68027,2044,6806,1.40E+07,1348,2504291435,7529,2695,117873,2045206,5,120,10
2045206,117873,2695,7529,1.40E+07,1348,2504291435,21783,4580,229595,6563567,2,48,10
6563567,229595,4580,21783,1.40E+07,1348,2504291435,5626,2405,59245,2304015,5,120,10
2304015,59245,2405,5626,1.40E+07,1348,2504291435,3659,1279,49628,1607656,2,48,10
1607656,49628,1279,3659,1.40E+07,1348,2504291435,13117,2966,117605,4116114,3,72,10
4116114,117605,2966,13117,1.40E+07,1348,2504291435,2174,668,40474,878471,3,72,10
878471,40474,668,2174,1.40E+07,1348,2504291435,5630,1269,83831,2280961,1,24,10
2280961,83831,1269,5630,1.40E+07,1348,2504291435,7747,2616,97843,4333551,5,120,10
4333551,97843,2616,7747,1.40E+07,1348,2504291435,6639,1670,46829,741049,3,72,10
741049,46829,1670,6639,1.40E+07,1348,2504291435,8849,2567,119822,2604033,5,120,10
2604033,119822,2567,8849,1.40E+07,1348,2504291435,5671,2063,65354,2691440,3,72,10
2691440,65354,2063,5671,1.40E+07,1348,2504291435,6076,14090,51554,2253452,2,48,10
2253452,51554,14090,6076,1.40E+07,1348,2504291435,5361,1410,120422,2835779,4,96,10
2835779,120422,1410,5361,1.40E+07,1348,2504291435,2787,1149,47630,1040925,7,168,10
1040925,47630,1149,2787,1.40E+07,1348,2504291435,10521,3105,116631,3934212,5,120,10
3934212,116631,3105,10521,1.40E+07,1348,2504291435,2284,821,54588,1645565,4,96,10
1645565,54588,821,2284,1.40E+07,1348,2504291435,1975,646,58949,1649056,3,72,10
1621255,64411,1089,3846,1.40E+07,1348,2504291435,4337,809,85589,1172207,2,48,10
1172207,85589,809,4337,1.40E+07,1348,2504291435,7778,1948,98068,1922182,9,216,10
1922182,98068,1948,7778,1.40E+07,1348,2504291435,18292,5169,141858,4094623,4,96,9
4094623,141858,5169,18292,1.40E+07,1348,2504291435,4282,1329,79335,3344009,6,144,9
3344009,79335,1329,4282,1.40E+07,1348,2504291435,7646,2467,90709,2359406,2,48,9
2359406,90709,2467,7646,1.40E+07,1348,2504291435,6155,1709,92357,3100120,6,144,9
3100120,92357,1709,6155,1.40E+07,1348,2504291435,5759,603,36161,906628,7,168,9
906628,36161,603,5759,1.40E+07,1348,2504291435,41018,1294,153021,1639655,1,24,9
1639655,153021,1294,41018,1.40E+07,1348,2504291435,2551,704,43501,1072517,5,120,9
1072517,43501,704,2551,1.40E+07,1348,2504291435,5682,1654,65164,2241283,2,48,9
2241283,65164,1654,5682,1.40E+07,1348,2504291435,14119,6591,158389,7192956,4,96,9
4069126,87748,2411,6787,1.40E+07,1348,2504291435,15715,6910,153842,7110133,1,24,9
3447286,77698,2721,6787,1.40E+07,1348,2504291435,6067,4155,75398,3497955,5,120,9
3497955,75398,4155,6067,1.40E+07,1348,2504291435,4261,1142,60027,1567571,2,48,9
1567571,60027,1142,4261,1.40E+07,1348,2504291435,10141,1888,111052,3540822,1,24,9
3540822,111052,1888,10141,1.40E+07,1348,2504291435,23460,10655,274213,16324592,1,24,9
399822,10376,435,819,1.40E+07,1348,2504291435,11613,4368,131271,6907534,2,48,9
6907534,131271,4368,11613,1.40E+07,1348,2504291435,2384,1222,44403,1168554,6,144,9
1168554,44403,1222,2384,1.40E+07,1348,2504291435,4917,1734,74460,2593602,1,24,9
2593602,74460,1734,4917,1.40E+07,1348,2504291435,5100,1212,80748,1548601,5,120,9
1548601,80748,1212,5100,1.40E+07,1348,2504291435,5122,1305,78918,3781295,3,72,9
3781295,78918,1305,5122,1.40E+07,1348,2504291435,10414,2493,82001,3794792,4,96,9
3794792,82001,2493,10414,1.40E+07,1348,2504291435,9036,2115,99304,4884902,5,120,9
4884902,99304,2115,9036,1.40E+07,1348,2504291435,2942,2106,44907,1808205,4,96,9
1808205,44907,2106,2942,1.40E+07,1348,2504291435,2889,6112,35754,3555961,1,24,9
3555961,35754,6112,2889,1.40E+07,1348,2504291435,8344,2009,80123,3380779,4,96,9
3380779,80123,2009,8344,1.40E+07,1348,2504291435,4398,2173,52961,2737654,0,0,9
2737654,52961,2173,4398,1.40E+07,1348,2504291435,4006,956,42512,993218,6,144,9
993218,42512,956,4006,1.40E+07,1348,2504291435,6378,1622,70846,2213018,1,24,9
2213018,70846,1622,6378,1.40E+07,1348,2504291435,18689,6033,141100,7397323,1,24,9
2592003,56678,1207,4743,1.40E+07,1348,2504291435,7575,1532,68770,3073697,10,240,9
3073697,68770,1532,7575,1.40E+07,1348,2504291435,5985,2229,76688,3382326,1,24,9
3382326,76688,2229,5985,1.40E+07,1348,2504291435,2484,825,38394,1173283,3,72,9
1173283,38394,825,2484,1.40E+07,1348,2504291435,7169,1441,64012,2438042,5,120,9
2438042,64012,1441,7169,1.40E+07,1348,2504291435,4918,1041,53514,1723990,1,24,9
1497847,47461,1691,3064,1.40E+07,1348,2504291435,2684,654,44350,992726,6,144,9
992726,44350,654,2684,1.40E+07,1348,2504291435,12043,7647,76023,5991798,3,72,9
5991798,76023,7647,12043,1.40E+07,1348,2504291435,19419,6937,131902,6249040,3,72,9
6249040,131902,6937,19419,1.40E+07,1348,2504291435,6905,5830,107919,5224846,2,48,9
5224846,107919,5830,6905,1.40E+07,1348,2504291435,1779,403,29880,863185,1,24,9
863185,29880,403,1779,1.40E+07,1348,2504291435,7560,6427,87889,4110037,1,24,9
4110037,87889,6427,7560,1.40E+07,1348,2504291435,5250,3264,117923,4191900,7,168,9
4191900,117923,3264,5250,1.40E+07,1348,2504291435,6623,2084,47104,1694450,6,144,9
1694450,47104,2084,6623,1.40E+07,1348,2504291435,1699,484,26372,799195,2,48,9
799195,26372,484,1699,1.40E+07,1348,2504291435,3704,865,34475,1247992,3,72,9
1247992,34475,865,3704,1.40E+07,1348,2504291435,3150,1863,52458,2094422,3,72,9
2094422,52458,1863,3150,1.40E+07,1348,2504291435,6037,1712,45385,1688826,7,168,9
1688826,45385,1712,6037,1.40E+07,1348,2504291435,4464,6983,40699,2031691,2,48,9
2031691,40699,6983,4464,1.40E+07,1348,2504291435,2938,2331,112674,4824486,3,72,9
4824486,112674,2331,2938,1.40E+07,1348,2504291435,3608,726,40887,992895,5,120,9
992895,40887,726,3608,1.40E+07,1348,2504291435,11641,6826,106133,6296786,3,72,9
6296786,106133,6826,11641,1.40E+07,1348,2504291435,5513,1766,72347,3819003,4,96,9
3819003,72347,1766,5513,1.40E+07,1348,2504291435,5810,1805,121418,4257122,3,72,9
4257122,121418,1805,5810,1.40E+07,1348,2504291435,6189,2149,77434,3552136,3,72,9
3552136,77434,2149,6189,1.40E+07,1348,2504291435,5538,1562,46586,1796696,2,48,9
1796696,46586,1562,5538,1.40E+07,1348,2504291435,4196,930,45701,1119929,2,48,9
1119929,45701,930,4196,1.40E+07,1348,2504291435,3292,827,66801,1270629,3,72,9
1270629,66801,827,3292,1.40E+07,1348,2504291435,2773,988,40312,869702,8,192,9
869702,40312,988,2773,1.40E+07,1348,2504291435,2108,1030,46120,1642676,2,48,9
1642676,46120,1030,2108,1.40E+07,1348,2504291435,2907,806,42548,1210600,2,48,9
1210600,42548,806,2907,1.40E+07,1348,2504291435,3786,645,46841,1257665,4,96,9
1257665,46841,645,3786,1.40E+07,1348,2504291435,5945,2204,67379,2676686,2,48,9
2676686,67379,2204,5945,1.40E+07,1348,2504291435,4269,914,44778,1402547,5,120,9
1402547,44778,914,4269,1.40E+07,1348,2504291435,6284,1412,60518,2023873,5,120,9
2023873,60518,1412,6284,1.40E+07,1348,2504291435,4504,1178,83530,3494566,5,120,9
3494566,83530,1178,4504,1.40E+07,1348,2504291435,7042,894,48012,1726135,4,96,9
1726135,48012,894,7042,1.40E+07,1348,2504291435,26655,1078,60358,1996706,2,48,9
1996706,60358,1078,26655,1.40E+07,1348,2504291435,12273,2519,109475,5236830,7,168,9
5236830,109475,2519,12273,1.40E+07,1348,2504291435,3899,1977,70216,2684200,0,0,9
2684200,70216,1977,3899,1.40E+07,1348,2504291435,3335,1064,39381,1073731,5,120,9
1073731,39381,1064,3335,1.40E+07,1348,2504291435,5444,1194,46117,2106184,2,48,9
2106184,46117,1194,5444,1.40E+07,1348,2504291435,14938,5271,135532,3625402,6,144,9
3625402,135532,5271,14938,1.40E+07,1348,2504291435,10769,3959,149486,2853983,4,96,9
2853983,149486,3959,10769,1.40E+07,1348,2504291435,14027,4574,125503,6678351,2,48,9
6678351,125503,4574,14027,1.40E+07,1348,2504291435,7350,4137,209102,6101244,5,120,9
6101244,209102,4137,7350,1.40E+07,1348,2504291435,2978,697,38504,1224175,3,72,9
1224175,38504,697,2978,1.40E+07,1348,2504291435,7182,3134,79133,4116360,1,24,9
4116360,79133,3134,7182,1.40E+07,1348,2504291435,9283,3038,69596,2330240,4,96,9
2330240,69596,3038,9283,1.40E+07,1348,2504291435,1772,643,37613,978528,4,96,9
978528,37613,643,1772,1.40E+07,1348,2504291435,7023,2264,102588,4297179,4,96,9
4297179,102588,2264,7023,1.40E+07,1348,2504291435,2598,933,41986,1139012,5,120,9
1139012,41986,933,2598,1.40E+07,1348,2504291435,8608,4287,76944,2293145,3,72,9
2293145,76944,4287,8608,1.40E+07,1348,2504291435,5321,1465,49826,2276947,1,24,9
2276947,49826,1465,5321,1.40E+07,1348,2504291435,2567,925,38604,1713927,6,144,9
1713927,38604,925,2567,1.40E+07,1348,2504291435,4270,623,34998,1160673,5,120,9
1160673,34998,623,4270,1.40E+07,1348,2504291435,1467,471,28755,893804,6,144,9
893804,28755,471,1467,1.40E+07,1348,2504291435,1610,457,33677,728375,0,0,9
728375,33677,457,1610,1.40E+07,1348,2504291435,2217,767,28291,1031243,4,96,9
1031243,28291,767,2217,1.40E+07,1348,2504291435,5145,1454,61693,1927314,5,120,9
1927314,61693,1454,5145,1.40E+07,1348,2504291435,6786,2258,73820,4092647,5,120,9
4092647,73820,2258,6786,1.40E+07,1348,2504291435,2163,431,36619,965494,3,72,9
965494,36619,431,2163,1.40E+07,1348,2504291435,3233,1536,46017,2142321,5,120,9
2142321,46017,1536,3233,1.40E+07,1348,2504291435,1861,441,34497,1007600,2,48,9
1007600,34497,441,1861,1.40E+07,1348,2504291435,4668,1451,55626,2096867,12,288,9
2096867,55626,1451,4668,1.40E+07,1348,2504291435,3063,629,44213,1239285,1,24,9
1239285,44213,629,3063,1.40E+07,1348,2504291435,3971,662,47593,1057574,2,48,9
1057574,47593,662,3971,1.40E+07,1348,2504291435,3565,1126,64039,2302105,3,72,9
2302105,64039,1126,3565,1.40E+07,1348,2504291435,13849,2619,86641,3071007,8,192,8
3071007,86641,2619,13849,1.40E+07,1348,2504291435,12507,1557,60935,2344174,4,96,8
2344174,60935,1557,12507,1.40E+07,1348,2504291435,3134,553,46456,1047488,2,48,8
1047488,46456,553,3134,1.40E+07,1348,2504291435,6000,1837,81574,3306185,1,24,8
3306185,81574,1837,6000,1.40E+07,1348,2504291435,6140,3001,66356,3436314,3,72,8
3436314,66356,3001,6140,1.40E+07,1348,2504291435,26133,954,112200,1715504,8,192,8
1715504,112200,954,26133,1.40E+07,1348,2504291435,106414,752,87223,1593893,4,96,8
1593893,87223,752,106414,1.40E+07,1348,2504291435,2380,744,53203,1722877,2,48,8
1722877,53203,744,2380,1.40E+07,1348,2504291435,4610,2525,39837,1238619,3,72,8
1238619,39837,2525,4610,1.40E+07,1348,2504291435,3106,915,36724,1436986,3,72,8
1436986,36724,915,3106,1.40E+07,1348,2504291435,2533,893,43661,1820209,1,24,8
1820209,43661,893,2533,1.40E+07,1348,2504291435,4907,747,58972,2422201,1,24,8
2422201,58972,747,4907,1.40E+07,1348,2504291435,1440,460,33410,836654,3,72,8
836654,33410,460,1440,1.40E+07,1348,2504291435,9394,2238,86753,3700279,4,96,8
3700279,86753,2238,9394,1.40E+07,1348,2504291435,3186,561,63237,1309591,10,240,8
1309591,63237,561,3186,1.40E+07,1348,2504291435,2507,537,40842,1945313,1,24,8
1945313,40842,537,2507,1.40E+07,1348,2504291435,6091,3959,47210,2483032,5,120,8
2483032,47210,3959,6091,1.40E+07,1348,2504291435,6164,3282,78099,2422349,1,24,8
2422349,78099,3282,6164,1.40E+07,1348,2504291435,17210,1912,124189,6824322,2,48,8
6824322,124189,1912,17210,1.40E+07,1348,2504291435,9963,1988,103768,4284788,4,96,8
4284788,103768,1988,9963,1.40E+07,1348,2504291435,4541,936,51394,1797258,3,72,8
1797258,51394,936,4541,1.40E+07,1348,2504291435,8579,1392,76936,2958556,1,24,8
2958556,76936,1392,8579,1.40E+07,1348,2504291435,6747,1587,43720,1583843,6,144,8
1583843,43720,1587,6747,1.40E+07,1348,2504291435,3029,900,48716,2236110,1,24,8
2236110,48716,900,3029,1.40E+07,1348,2504291435,7072,4069,146057,9769516,3,72,8
5463498,83684,2100,12743,1.40E+07,1348,2504291435,5606,1313,62337,3226103,2,48,8
3226103,62337,1313,5606,1.40E+07,1348,2504291435,8997,1529,62382,2429957,5,120,8
2429957,62382,1529,8997,1.40E+07,1348,2504291435,8379,1183,84019,2044233,4,96,8
1902834,42740,1714,4719,1.40E+07,1348,2504291435,10592,4712,120158,10817752,4,96,8
6745738,110937,4327,13785,1.40E+07,1348,2504291435,1765,429,24399,1047603,2,48,8
1047603,24399,429,1765,1.40E+07,1348,2504291435,2667,675,43606,1715972,7,168,8
1715972,43606,675,2667,1.40E+07,1348,2504291435,4411,801,43277,2072637,7,168,8
2072637,43277,801,4411,1.40E+07,1348,2504291435,4249,411,33633,827392,0,0,8
827392,33633,411,4249,1.40E+07,1348,2504291435,4405,659,29630,1293531,6,144,8
1293531,29630,659,4405,1.40E+07,1348,2504291435,3485,1849,28958,1403915,5,120,8
1403915,28958,1849,3485,1.40E+07,1348,2504291435,4551,915,37067,1344354,2,48,8
1344354,37067,915,4551,1.40E+07,1348,2504291435,6606,858,50358,2221325,8,192,8
2221325,50358,858,6606,1.40E+07,1348,2504291435,3074,588,32124,1524567,4,96,8
1524567,32124,588,3074,1.40E+07,1348,2504291435,6592,528,25580,739937,10,240,8
739937,25580,528,6592,1.40E+07,1348,2504291435,4499,695,37821,1708055,4,96,8
1708055,37821,695,4499,1.40E+07,1348,2504291435,2837,773,23436,869536,1,24,8
869536,23436,773,2837,1.40E+07,1348,2504291435,2614,693,31319,1024548,2,48,8
1024548,31319,693,2614,1.40E+07,1348,2504291435,5318,1018,49295,3068906,12,288,8
3068906,49295,1018,5318,1.40E+07,1348,2504291435,3343,827,35326,1234602,6,144,8
1234602,35326,827,3343,1.40E+07,1348,2504291435,10561,1256,82450,4515445,10,240,8
4515445,82450,1256,10561,1.40E+07,1348,2504291435,2962,723,30734,1012894,0,0,8
1012894,30734,723,2962,1.40E+07,1348,2504291435,3941,1161,31667,1551841,8,192,8
1551841,31667,1161,3941,1.40E+07,1348,2504291435,3695,1545,52374,2047392,3,72,8
2047392,52374,1545,3695,1.40E+07,1348,2504291435,2354,610,28397,1302155,4,96,8
1302155,28397,610,2354,1.40E+07,1348,2504291435,3654,415,44528,1217056,11,264,8
1217056,44528,415,3654,1.40E+07,1348,2504291435,2425,515,36897,829692,6,144,8
829692,36897,515,2425,1.40E+07,1348,2504291435,2185,786,29010,1161089,9,216,8
1161089,29010,786,2185,1.40E+07,1348,2504291435,4973,1045,41584,2152239,5,120,8
2152239,41584,1045,4973,1.40E+07,1348,2504291435,2550,542,27090,1116264,7,168,8
1116264,27090,542,2550,1.40E+07,1348,2504291435,2073,533,30154,980677,2,48,8
980677,30154,533,2073,1.40E+07,1348,2504291435,3071,731,57250,1804020,6,144,8
1804020,57250,731,3071,1.40E+07,1348,2504291435,4579,468,38419,1441562,2,48,8
1441562,38419,468,4579,1.40E+07,1348,2504291435,3732,514,44687,913921,4,96,8
913921,44687,514,3732,1.40E+07,1348,2504291435,7764,2107,75306,5455923,3,72,8
5455923,75306,2107,7764,1.40E+07,1348,2504291435,4436,976,46157,2315032,8,192,8
2315032,46157,976,4436,1.40E+07,1348,2504291435,4154,407,33269,949747,8,192,8
949747,33269,407,4154,1.40E+07,1348,2504291435,9644,2011,97375,5368516,3,72,8
5368516,97375,2011,9644,1.40E+07,1348,2504291435,5444,501,45191,1740385,7,168,8
1740385,45191,501,5444,1.40E+07,1348,2504291435,6972,5367,51957,2972342,1,24,8
2972342,51957,5367,6972,1.40E+07,1348,2504291435,4156,901,53649,1916529,7,168,8
1916529,53649,901,4156,1.40E+07,1348,2504291435,2937,717,35808,1437614,4,96,8
1437614,35808,717,2937,1.40E+07,1348,2504291435,7912,1618,66398,5681093,5,120,8
5681093,66398,1618,7912,1.40E+07,1348,2504291435,3694,862,32758,1555834,1,24,8
1555834,32758,862,3694,1.40E+07,1348,2504291435,2078,448,20930,743957,4,96,8
743957,20930,448,2078,1.40E+07,1348,2504291435,2028,623,35408,1449735,5,120,8
1449735,35408,623,2028,1.40E+07,1348,2504291435,3308,809,37656,1187107,5,120,8
1187107,37656,809,3308,1.40E+07,1348,2504291435,6159,1092,50382,1666722,3,72,8
1666722,50382,1092,6159,1.40E+07,1348,2504291435,1818,294,22890,635237,6,144,8
635237,22890,294,1818,1.40E+07,1348,2504291435,19273,5232,98458,5746970,6,144,8
5746970,98458,5232,19273,1.40E+07,1348,2504291435,4505,526,26820,775820,3,72,8
775820,26820,526,4505,1.40E+07,1348,2504291435,1911,393,27345,1072563,10,240,8
1072563,27345,393,1911,1.40E+07,1348,2504291435,2479,354,41798,1411175,2,48,8
1411175,41798,354,2479,1.40E+07,1348,2504291435,1650,207,27391,693772,3,72,8
693772,27391,207,1650,1.40E+07,1348,2504291435,2342,370,37126,841948,4,96,8
841948,37126,370,2342,1.40E+07,1348,2504291435,2300,409,39441,925944,2,48,8
925944,39441,409,2300,1.40E+07,1348,2504291435,244689,285,98797,718640,10,240,7
718640,98797,285,244689,1.40E+07,1348,2504291435,8387,1178,64805,2088373,1,24,7
2088373,64805,1178,8387,1.40E+07,1348,2504291435,3263,938,45477,1964264,2,48,7
1964264,45477,938,3263,1.40E+07,1348,2504291435,12855,1267,149568,2900104,2,48,7
2900104,149568,1267,12855,1.40E+07,1348,2504291435,1884,453,20682,810233,3,72,7
810233,20682,453,1884,1.40E+07,1348,2504291435,3540,924,42352,1799543,3,72,7
1235295,31836,426,2638,1.40E+07,1348,2504291435,4068,524,38867,1882895,5,120,7
1882895,38867,524,4068,1.40E+07,1348,2504291435,4002,845,51749,1612438,5,120,7
1612438,51749,845,4002,1.40E+07,1348,2504291435,4138,931,37457,1848056,2,48,7
1848056,37457,931,4138,1.40E+07,1348,2504291435,4184,1559,36579,2473263,4,96,7
2473263,36579,1559,4184,1.40E+07,1348,2504291435,4192,897,37019,1812917,5,120,7
1812917,37019,897,4192,1.40E+07,1348,2504291435,3231,891,56042,1694527,2,48,7
1694527,56042,891,3231,1.40E+07,1348,2504291435,3653,630,45268,2188662,7,168,7
2188662,45268,630,3653,1.40E+07,1348,2504291435,1982,703,29711,1077108,3,72,7
1077108,29711,703,1982,1.40E+07,1348,2504291435,3585,345,34224,1330283,5,120,7
1330283,34224,345,3585,1.40E+07,1348,2504291435,8718,977,93986,3972106,2,48,7
3972106,93986,977,8718,1.40E+07,1348,2504291435,66627,251,25869,596083,6,144,7
596083,25869,251,66627,1.40E+07,1348,2504291435,2266,437,35746,1381713,2,48,7
1381713,35746,437,2266,1.40E+07,1348,2504291435,4415,1125,37573,1152625,4,96,7
1152625,37573,1125,4415,1.40E+07,1348,2504291435,1423,365,26553,1182977,2,48,7
1182977,26553,365,1423,1.40E+07,1348,2504291435,2492,415,32458,1059012,4,96,7
1059012,32458,415,2492,1.40E+07,1348,2504291435,11710,2638,119200,7354610,6,144,7
2087340,56343,594,4247,1.40E+07,1348,2504291435,3515,425,33517,1615945,5,120,7
1615945,33517,425,3515,1.40E+07,1348,2504291435,4036,1529,50447,2620038,3,72,7
2620038,50447,1529,4036,1.40E+07,1348,2504291435,5675,1530,55246,4217246,4,96,7
4217246,55246,1530,5675,1.40E+07,1348,2504291435,5621,878,39573,2097777,8,192,7
2097777,39573,878,5621,1.40E+07,1348,2504291435,10234,2632,75904,7009513,0,0,7
944446,28327,338,3077,1.40E+07,1348,2504291435,2027,381,28499,1326038,5,120,7
1326038,28499,381,2027,1.40E+07,1348,2504291435,5769,933,51799,3334929,4,96,7
3334929,51799,933,5769,1.40E+07,1348,2504291435,9321,971,62472,1585697,6,144,7
1585697,62472,971,9321,1.40E+07,1348,2504291435,2537,478,40669,1541033,5,120,7
1541033,40669,478,2537,1.40E+07,1348,2504291435,3959,548,32626,1456247,4,96,7
1456247,32626,548,3959,1.40E+07,1348,2504291435,2143,441,31489,1141255,2,48,7
1141255,31489,441,2143,1.40E+07,1348,2504291435,2456,336,29497,1290445,5,120,7
1290445,29497,336,2456,1.40E+07,1348,2504291435,1363,365,28578,1218375,1,24,7
1218375,28578,365,1363,1.40E+07,1348,2504291435,4615,380,42199,1664986,8,192,7
1664986,42199,380,4615,1.40E+07,1348,2504291435,3776,669,50555,2158114,1,24,7
2158114,50555,669,3776,1.40E+07,1348,2504291435,2227,599,40454,2081009,4,96,7
2081009,40454,599,2227,1.40E+07,1348,2504291435,68749,1054,69317,2086607,6,144,7
2086607,69317,1054,68749,1.40E+07,1348,2504291435,2208,862,33344,1198798,3,72,7
1198798,33344,862,2208,1.40E+07,1348,2504291435,1746,345,26583,704026,5,120,7
704026,26583,345,1746,1.40E+07,1348,2504291435,2350,520,33603,1024118,6,144,7
1024118,33603,520,2350,1.40E+07,1348,2504291435,4723,1331,37065,1066280,3,72,7
1066280,37065,1331,4723,1.40E+07,1348,2504291435,1535,617,31234,820325,6,144,7
820325,31234,617,1535,1.40E+07,1348,2504291435,2059,517,37608,1305125,1,24,7
1305125,37608,517,2059,1.40E+07,1348,2504291435,3991,726,45261,2815749,8,192,7
2815749,45261,726,3991,1.40E+07,1348,2504291435,4845,1018,42283,2297070,5,120,7
2297070,42283,1018,4845,1.40E+07,1348,2504291435,178884,755,94844,2025252,6,144,7
2025252,94844,755,178884,1.40E+07,1348,2504291435,1335,395,20315,1105853,2,48,7
1105853,20315,395,1335,1.40E+07,1348,2504291435,8100,819,50246,2222968,5,120,7
2222968,50246,819,8100,1.40E+07,1348,2504291435,1519,656,37264,1619941,2,48,7
1619941,37264,656,1519,1.40E+07,1348,2504291435,5361,968,65718,3021779,3,72,7
3021779,65718,968,5361,1.40E+07,1348,2504291435,2549,737,42255,1025819,6,144,7
1025819,42255,737,2549,1.40E+07,1348,2504291435,4127,1405,43667,2404918,4,96,7
2404918,43667,1405,4127,1.40E+07,1348,2504291435,6312,510,76581,1278270,3,72,7
1278270,76581,510,6312,1.40E+07,1348,2504291435,4582,1983,59901,5561030,8,192,7
5561030,59901,1983,4582,1.40E+07,1348,2504291435,3415,342,28504,1226540,5,120,7
1226540,28504,342,3415,1.40E+07,1348,2504291435,2536,476,39210,1321452,4,96,7
1321452,39210,476,2536,1.40E+07,1348,2504291435,8637,1961,99887,5610488,2,48,7
5610488,99887,1961,8637,1.40E+07,1348,2504291435,1728,357,21535,637111,6,144,7
637111,21535,357,1728,1.40E+07,1348,2504291435,3613,737,43604,1980436,7,168,7
1980436,43604,737,3613,1.40E+07,1348,2504291435,1613,429,25633,1181448,5,120,7
1181448,25633,429,1613,1.40E+07,1348,2504291435,2200,508,33161,1807522,3,72,7
1807522,33161,508,2200,1.40E+07,1348,2504291435,1787,696,30140,1463246,4,96,7
4594606,82190,2090,4950,1.40E+07,1348,2504291435,7875,1432,41735,2761409,3,72,7
2761409,41735,1432,7875,1.40E+07,1348,2504291435,1364,377,21462,1050413,3,72,7
1050413,21462,377,1364,1.40E+07,1348,2504291435,2372,424,24651,1136002,4,96,7
1136002,24651,424,2372,1.40E+07,1348,2504291435,4392,682,32736,1568288,2,48,7
1568288,32736,682,4392,1.40E+07,1348,2504291435,2405,440,28600,1696172,0,0,7
1696172,28600,440,2405,1.40E+07,1348,2504291435,1602,432,25220,1088171,5,120,7
1088171,25220,432,1602,1.40E+07,1348,2504291435,2699,584,33875,1972364,7,168,7
1972364,33875,584,2699,1.40E+07,1348,2504291435,1389,439,25114,830406,3,72,7
830406,25114,439,1389,1.40E+07,1348,2504291435,1868,595,31299,853512,4,96,7
853512,31299,595,1868,1.40E+07,1348,2504291435,3428,2591,46958,2828113,9,216,7
2828113,46958,2591,3428,1.40E+07,1348,2504291435,3973,289,24284,754539,6,144,7
754539,24284,289,3973,1.40E+07,1348,2504291435,2960,362,22477,853663,2,48,7
853663,22477,362,2960,1.40E+07,1348,2504291435,2504,551,25823,1055271,4,96,7
1055271,25823,551,2504,1.40E+07,1348,2504291435,794,149,15899,492512,5,120,7
492512,15899,149,794,1.40E+07,1348,2504291435,1222,227,23984,1181103,4,96,7
1181103,23984,227,1222,1.40E+07,1348,2504291435,1097,360,28270,1025372,3,72,7
1025372,28270,360,1097,1.40E+07,1348,2504291435,1801,245,29561,704674,7,168,7
704674,29561,245,1801,1.40E+07,1348,2504291435,2204,364,32971,1158461,8,192,7
1158461,32971,364,2204,1.40E+07,1348,2504291435,2456,881,59094,2819666,6,144,6
2819666,59094,881,2456,1.40E+07,1348,2504291435,1847,355,21328,937146,3,72,6
937146,21328,355,1847,1.40E+07,1348,2504291435,9252,1595,68524,2808281,7,168,6
2808281,68524,1595,9252,1.40E+07,1348,2504291435,2770,419,27971,1272605,7,168,6
1272605,27971,419,2770,1.40E+07,1348,2504291435,3910,232,24761,663277,11,264,6
663277,24761,232,3910,1.40E+07,1348,2504291435,5259,696,48528,2814545,5,120,6
2814545,48528,696,5259,1.40E+07,1348,2504291435,7384,813,63979,1643772,3,72,6
1643772,63979,813,7384,1.40E+07,1348,2504291435,3347,935,31796,2433950,1,24,6
2433950,31796,935,3347,1.40E+07,1348,2504291435,1754,239,22323,585625,6,144,6
585625,22323,239,1754,1.40E+07,1348,2504291435,5303,503,48430,1007789,0,0,6
1007789,48430,503,5303,1.40E+07,1348,2504291435,2480,1799,21596,800980,3,72,6
800980,21596,1799,2480,1.40E+07,1348,2504291435,5476,970,69273,2980730,5,120,6
2980730,69273,970,5476,1.40E+07,1348,2504291435,6168,1202,66073,3271452,3,72,6
3271452,66073,1202,6168,1.40E+07,1348,2504291435,4494,1001,41975,2383925,5,120,6
2383925,41975,1001,4494,1.40E+07,1348,2504291435,3546,658,37342,2131521,2,48,6
2131521,37342,658,3546,1.40E+07,1348,2504291435,3877,570,48525,1158996,3,72,6
1158996,48525,570,3877,1.40E+07,1348,2504291435,9924,2691,74785,7249807,6,144,6
